Entry ID,Contest Name,Contest ID,Entry Fee,P,P,C,1B,2B,3B,SS,OF,OF,OF,,Instructions
5157463016,MLB Satellite to $2 MLB Pocket Cup MEGA Qualifier (Turbo),191020573,$0.01,,,,,,,,,,,,1. Column A lists all of your contest entries for this draftgroup
5157463351,MLB Satellite to $2 MLB Pocket Cup MEGA Qualifier (Turbo),191020573,$0.01,,,,,,,,,,,,2. Your current lineup is listed next to each entry (blank for reservations)
5157463352,MLB Satellite to $2 MLB Pocket Cup MEGA Qualifier (Turbo),191020573,$0.01,,,,,,,,,,,,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
5157463353,MLB Satellite to $2 MLB Pocket Cup MEGA Qualifier (Turbo),191020573,$0.01,,,,,,,,,,,,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
5157463354,MLB Satellite to $2 MLB Pocket Cup MEGA Qualifier (Turbo),191020573,$0.01,,,,,,,,,,,,5. For faster processing only include entries you are changing in the file you upload
5157463355,MLB Satellite to $2 MLB Pocket Cup MEGA Qualifier (Turbo),191020573,$0.01,,,,,,,,,,,,
5157463356,MLB Satellite to $2 MLB Pocket Cup MEGA Qualifier (Turbo),191020573,$0.01,,,,,,,,,,,,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
,,,,,,,,,,,,,,,2B,Jake Cronenworth (43205976),Jake Cronenworth,43205976,2B,2400,SD@PHI 06/03/2026 06:40PM ET,SD,3.94
,,,,,,,,,,,,,,,OF,Colton Cowser (43205957),Colton Cowser,43205957,OF,2300,BAL@BOS 06/03/2026 06:45PM ET,BAL,4.16
,,,,,,,,,,,,,,,C,Connor Wong (43205958),Connor Wong,43205958,C,2300,BAL@BOS 06/03/2026 06:45PM ET,BOS,5.17
,,,,,,,,,,,,,,,C,Carlos Narvaez (43205959),Carlos Narvaez,43205959,C,2200,BAL@BOS 06/03/2026 06:45PM ET,BOS,4.30
,,,,,,,,,,,,,,,C,Rodolfo Duran (43205960),Rodolfo Duran,43205960,C,2200,SD@PHI 06/03/2026 06:40PM ET,SD,2.38
,,,,,,,,,,,,,,,OF,Steward Berroa (43205961),Steward Berroa,43205961,OF,2100,SD@PHI 06/03/2026 06:40PM ET,PHI,1.67
,,,,,,,,,,,,,,,C,Freddy Fermin (43205962),Freddy Fermin,43205962,C,2100,SD@PHI 06/03/2026 06:40PM ET,SD,2.44
,,,,,,,,,,,,,,,3B,Caleb Durbin (43205963),Caleb Durbin,43205963,3B,2000,BAL@BOS 06/03/2026 06:45PM ET,BOS,4.77
,,,,,,,,,,,,,,,OF,Reed Trimble (43205977),Reed Trimble,43205977,OF,2000,BAL@BOS 06/03/2026 06:45PM ET,BAL,0
,,,,,,,,,,,,,,,1B,Triston Casas (43205982),Triston Casas,43205982,1B,2000,BAL@BOS 06/03/2026 06:45PM ET,BOS,0
,,,,,,,,,,,,,,,2B,Kristian Campbell (43205983),Kristian Campbell,43205983,2B,2000,BAL@BOS 06/03/2026 06:45PM ET,BOS,0
,,,,,,,,,,,,,,,OF,Heston Kjerstad (43205984),Heston Kjerstad,43205984,OF,2000,BAL@BOS 06/03/2026 06:45PM ET,BAL,0
,,,,,,,,,,,,,,,OF,Nate Eaton (43205985),Nate Eaton,43205985,OF,2000,BAL@BOS 06/03/2026 06:45PM ET,BOS,0
,,,,,,,,,,,,,,,3B,Anthony Seigler (43205986),Anthony Seigler,43205986,3B,2000,BAL@BOS 06/03/2026 06:45PM ET,BOS,0
,,,,,,,,,,,,,,,OF,Johnathan Rodriguez (43205989),Johnathan Rodriguez,43205989,OF,2000,BAL@BOS 06/03/2026 06:45PM ET,BAL,1.6
,,,,,,,,,,,,,,,1B,Ryan Mountcastle (43205990),Ryan Mountcastle,43205990,1B,2000,BAL@BOS 06/03/2026 06:45PM ET,BAL,2.25
,,,,,,,,,,,,,,,2B/SS,Tsung-Che Cheng (43205993),Tsung-Che Cheng,43205993,2B/SS,2000,BAL@BOS 06/03/2026 06:45PM ET,BOS,0
,,,,,,,,,,,,,,,OF,Michael Siani (43205995),Michael Siani,43205995,OF,2000,BAL@BOS 06/03/2026 06:45PM ET,BAL,0
,,,,,,,,,,,,,,,C,Rafael Marchan (43205964),Rafael Marchan,43205964,C,2000,SD@PHI 06/03/2026 06:40PM ET,PHI,2.04
,,,,,,,,,,,,,,,OF,Gabriel Rincones Jr. (43205978),Gabriel Rincones Jr.,43205978,OF,2000,SD@PHI 06/03/2026 06:40PM ET,PHI,0
,,,,,,,,,,,,,,,SS,Christian Cairo (43205979),Christian Cairo,43205979,SS,2000,SD@PHI 06/03/2026 06:40PM ET,PHI,0
,,,,,,,,,,,,,,,3B/SS,Sergio Alcantara (43205980),Sergio Alcantara,43205980,3B/SS,2000,SD@PHI 06/03/2026 06:40PM ET,PHI,0
,,,,,,,,,,,,,,,2B/SS,Mason McCoy (43205987),Mason McCoy,43205987,2B/SS,2000,SD@PHI 06/03/2026 06:40PM ET,SD,0
,,,,,,,,,,,,,,,1B/3B,Will Wagner (43205991),Will Wagner,43205991,1B/3B,2000,SD@PHI 06/03/2026 06:40PM ET,SD,0
,,,,,,,,,,,,,,,1B/OF,Otto Kemp (43205996),Otto Kemp,43205996,1B/OF,2000,SD@PHI 06/03/2026 06:40PM ET,PHI,0.77
,,,,,,,,,,,,,,,1B/OF,Felix Reyes (43205998),Felix Reyes,43205998,1B/OF,2000,SD@PHI 06/03/2026 06:40PM ET,PHI,2.92
,,,,,,,,,,,,,,,OF,Jase Bowen (43215572),Jase Bowen,43215572,OF,2000,SD@PHI 06/03/2026 06:40PM ET,SD,3
