"Sport","Game_Type","Entry_Key","Entry","Contest_Key","Contest_Date_EST","Place","Points","Winnings_Non_Ticket","Winnings_Ticket","Contest_Entries","Entry_Fee","Prize_Pool","Places_Paid"
"MLB","Showdown Captain Mode",5229274610,"MLB Showdown Satellite to NFL 9-13 $5 Fantasy Football Millionaire (TEX @ CWS)",194282825,"2026-08-24 19:40:00",2,85.93,"$0.00","$0.00",23,"$0.25","$5.00",1
"MLB","Showdown Captain Mode",5229274847,"MLB Showdown Satellite to NFL 9-13 $5 Fantasy Football Millionaire (TEX @ CWS)",194282826,"2026-08-24 19:40:00",7,90.5,"$0.00","$0.00",48,"$0.10","$5.00",1
"MLB","Showdown Captain Mode",5229279591,"MLB Showdown Satellite to NFL 9-9 $20 Wednesday Kickoff Millionaire (TEX @ CWS)",194282827,"2026-08-24 19:40:00",1,104.93,"$0.00","$20.00",23,"$1.00","$20.00",1
"MLB","Classic",5229274085,"MLB Satellite to NFL 9-13 $5 Fantasy Football Millionaire (Turbo)",194363531,"2026-08-24 18:40:00",20,96.45,"$0.00","$0.00",23,"$0.25","$5.00",1
"MLB","Classic",5229278862,"MLB Satellite to NFL 9-13 $5 Fantasy Football Millionaire (Turbo)",194363532,"2026-08-24 18:40:00",21,88.7,"$0.00","$0.00",23,"$0.25","$5.00",1
"MLB","Classic",5229278880,"MLB Satellite to NFL 9-13 $5 Fantasy Football Millionaire (Turbo)",194365650,"2026-08-24 18:40:00",4,136.95,"$0.00","$0.00",23,"$0.25","$5.00",1
"MLB","Classic",5229278538,"MLB Satellite to NFL 9-13 $5 Fantasy Football Millionaire (Turbo)",194282803,"2026-08-24 18:40:00",15,133.85,"$0.00","$0.00",59,"$0.10","$5.00",1
"MLB","Showdown Captain Mode",5228401294,"MLB Showdown Satellite to NFL 9-13 $5 Fantasy Football Millionaire (ATL @ MIL)",194311681,"2026-08-23 19:10:00",17,49.35,"$0.00","$0.00",23,"$0.25","$5.00",1
"MLB","Showdown Captain Mode",5228400412,"MLB Showdown SUPERSatellite to NFL 9-13 $5 Fantasy Football Millionaire [2x] (ATL @ MIL) (2/3)",194225136,"2026-08-23 19:10:00",13,63.5,"$0.00","$0.00",118,"$0.10","$10.00",2
"MLB","Showdown Captain Mode",5228400413,"MLB Showdown SUPERSatellite to NFL 9-13 $5 Fantasy Football Millionaire [2x] (ATL @ MIL) (3/3)",194225136,"2026-08-23 19:10:00",98,44.65,"$0.00","$0.00",118,"$0.10","$10.00",2
"MLB","Showdown Captain Mode",5228400390,"MLB Showdown SUPERSatellite to NFL 9-13 $5 Fantasy Football Millionaire [2x] (ATL @ MIL) (1/3)",194225136,"2026-08-23 19:10:00",99,44.5,"$0.00","$0.00",118,"$0.10","$10.00",2
"MLB","Showdown Captain Mode",5228395403,"MLB Showdown SUPERSatellite to NFL 9-13 $5 Fantasy Football Millionaire [2x] (ATL @ MIL)",194225137,"2026-08-23 19:10:00",44,35,"$0.00","$0.00",47,"$0.25","$10.00",2
"MLB","Showdown Captain Mode",5228400699,"MLB Showdown Satellite to NFL Best Ball $25 Millionaire (ATL @ MIL) (3/3)",194225100,"2026-08-23 19:10:00",41,56.98,"$0.00","$0.00",118,"$0.25","$25.00",1
"MLB","Showdown Captain Mode",5228400698,"MLB Showdown Satellite to NFL Best Ball $25 Millionaire (ATL @ MIL) (2/3)",194225100,"2026-08-23 19:10:00",93,47.5,"$0.00","$0.00",118,"$0.25","$25.00",1
"MLB","Showdown Captain Mode",5228400660,"MLB Showdown Satellite to NFL Best Ball $25 Millionaire (ATL @ MIL) (1/3)",194225100,"2026-08-23 19:10:00",94,46.98,"$0.00","$0.00",118,"$0.25","$25.00",1
"MLB","Showdown Captain Mode",5228394176,"MLB Showdown Satellite to NFL 9-13 $5 Fantasy Football Millionaire (ATL @ MIL)",194225127,"2026-08-23 19:10:00",26,53.85,"$0.00","$0.00",59,"$0.10","$5.00",1
"MLB","Showdown Captain Mode",5228394163,"MLB Showdown Satellite to NFL 9-13 $5 Fantasy Football Millionaire (ATL @ MIL)",194225128,"2026-08-23 19:10:00",47,43,"$0.00","$0.00",59,"$0.10","$5.00",1
"MLB","Showdown Captain Mode",5228399367,"MLB Showdown Satellite to NFL 9-13 $5 Fantasy Football Millionaire (ATL @ MIL)",194225129,"2026-08-23 19:10:00",40,49.85,"$0.00","$0.00",59,"$0.10","$5.00",1
"MLB","Classic",5228222937,"MLB SUPERSatellite to NFL 9-13 $5 Fantasy Football Millionaire [2x] (Afternoon)",194225042,"2026-08-23 16:10:00",37,42.05,"$0.00","$0.00",38,"$0.25","$10.00",2
"MLB","Classic",5228230729,"MLB SUPERSatellite to NFL 9-13 $5 Fantasy Football Millionaire [2x] (Afternoon) (3/3)",194225041,"2026-08-23 16:10:00",63,70.45,"$0.00","$0.00",80,"$0.10","$10.00",2
"MLB","Classic",5228230728,"MLB SUPERSatellite to NFL 9-13 $5 Fantasy Football Millionaire [2x] (Afternoon) (2/3)",194225041,"2026-08-23 16:10:00",74,53.3,"$0.00","$0.00",80,"$0.10","$10.00",2
"MLB","Classic",5228222971,"MLB SUPERSatellite to NFL 9-13 $5 Fantasy Football Millionaire [2x] (Afternoon) (1/3)",194225041,"2026-08-23 16:10:00",76,45.4,"$0.00","$0.00",80,"$0.10","$10.00",2
"MLB","Classic",5226659078,"MLB Satellite to NFL 9-13 $5 Fantasy Football Millionaire (Early)",194182254,"2026-08-22 13:35:00",56,64.45,"$0.00","$0.00",59,"$0.10","$5.00",1
"MLB","Classic",5226659150,"MLB Satellite to NFL 9-13 $5 Fantasy Football Millionaire (Early)",194182255,"2026-08-22 13:35:00",38,84.5,"$0.00","$0.00",59,"$0.10","$5.00",1
"MLB","Classic",5226650769,"MLB Satellite to NFL 9-13 $5 Fantasy Football Millionaire (Early)",194182256,"2026-08-22 13:35:00",54,63.9,"$0.00","$0.00",59,"$0.10","$5.00",1
"MLB","Classic",5226650957,"MLB SUPERSatellite to NFL 9-13 $5 Fantasy Football Millionaire [2x] (Early) (2/3)",194182264,"2026-08-22 13:35:00",5,120.45,"$0.00","$0.00",118,"$0.10","$10.00",2
"MLB","Classic",5226650958,"MLB SUPERSatellite to NFL 9-13 $5 Fantasy Football Millionaire [2x] (Early) (3/3)",194182264,"2026-08-22 13:35:00",17,111.1,"$0.00","$0.00",118,"$0.10","$10.00",2
"MLB","Classic",5226650201,"MLB SUPERSatellite to NFL 9-13 $5 Fantasy Football Millionaire [2x] (Early) (1/3)",194182264,"2026-08-22 13:35:00",33,101.45,"$0.00","$0.00",118,"$0.10","$10.00",2
"MLB","Classic",5226649979,"MLB SUPERSatellite to NFL 9-13 $5 Fantasy Football Millionaire [2x] (Early)",194182265,"2026-08-22 13:35:00",47,61.8,"$0.00","$0.00",47,"$0.25","$10.00",2
"MLB","Showdown Captain Mode",5226657987,"MLB Showdown Satellite to NFL 9-13 $5 Fantasy Football Millionaire (TOR @ NYY)",194182639,"2026-08-22 13:35:00",13,64.5,"$0.00","$0.00",22,"$0.25","$5.00",1
"MLB","Showdown Captain Mode",5226648652,"MLB Showdown Satellite to NFL 9-13 $5 Fantasy Football Millionaire (TOR @ NYY)",194182640,"2026-08-22 13:35:00",5,75.3,"$0.00","$0.00",22,"$0.25","$5.00",1
"MLB","Showdown Captain Mode",5226658042,"MLB Showdown Satellite to NFL 9-13 $5 Fantasy Football Millionaire (TOR @ NYY)",194182641,"2026-08-22 13:35:00",19,34.05,"$0.00","$0.00",22,"$0.25","$5.00",1
"MLB","Showdown Captain Mode",5226648687,"MLB Showdown Satellite to NFL 9-13 $5 Fantasy Football Millionaire (TOR @ NYY)",194182642,"2026-08-22 13:35:00",33,59,"$0.00","$0.00",44,"$0.10","$5.00",1
"GOLF","Captain Mode Showdown",5226651430,"PGA TOUR Showdown Satellite to NFL Best Ball $25 Millionaire (Late Round 3 TOUR) (1/3)",194201359,"2026-08-22 12:17:00",8,259.8,"$0.00","$0.00",118,"$0.25","$25.00",1
"GOLF","Captain Mode Showdown",5226660342,"PGA TOUR Showdown Satellite to NFL Best Ball $25 Millionaire (Late Round 3 TOUR) (3/3)",194201359,"2026-08-22 12:17:00",51,231.63,"$0.00","$0.00",118,"$0.25","$25.00",1
"GOLF","Captain Mode Showdown",5226660341,"PGA TOUR Showdown Satellite to NFL Best Ball $25 Millionaire (Late Round 3 TOUR) (2/3)",194201359,"2026-08-22 12:17:00",78,220.98,"$0.00","$0.00",118,"$0.25","$25.00",1
"MLB","Showdown Captain Mode",5225724623,"MLB Showdown Satellite to NFL 9-13 $5 Fantasy Football Millionaire (ATL @ MIL)",194174103,"2026-08-21 16:10:00",20,27,"$0.00","$0.00",20,"$0.25","$5.00",1
"MLB","Showdown Captain Mode",5225724591,"MLB Showdown Satellite to NFL 9-13 $5 Fantasy Football Millionaire (ATL @ MIL)",194174104,"2026-08-21 16:10:00",18,54.7,"$0.00","$0.00",21,"$0.25","$5.00",1
"MLB","Showdown Captain Mode",5225724571,"MLB Showdown Satellite to NFL 9-13 $5 Fantasy Football Millionaire (ATL @ MIL)",194119107,"2026-08-21 16:10:00",48,37.5,"$0.00","$0.00",52,"$0.10","$5.00",1
"MLB","Showdown Captain Mode",5225729016,"MLB Showdown Satellite to NFL 9-13 $5 Fantasy Football Millionaire (ATL @ MIL)",194170205,"2026-08-21 16:10:00",18,55.4,"$0.00","$0.00",23,"$0.25","$5.00",1
"GOLF","Showdown",5225524313,"PGA TOUR Showdown Satellite to NFL Best Ball $25 Millionaire (Late Round 2 TOUR) (2/3)",194127200,"2026-08-21 13:20:00",2,275.05,"$0.00","$0.00",104,"$0.25","$25.00",1
"GOLF","Showdown",5225524314,"PGA TOUR Showdown Satellite to NFL Best Ball $25 Millionaire (Late Round 2 TOUR) (3/3)",194127200,"2026-08-21 13:20:00",6,267.9,"$0.00","$0.00",104,"$0.25","$25.00",1
"GOLF","Showdown",5225524263,"PGA TOUR Showdown Satellite to NFL Best Ball $25 Millionaire (Late Round 2 TOUR) (1/3)",194127200,"2026-08-21 13:20:00",104,205.05,"$0.00","$0.00",104,"$0.25","$25.00",1
"MLB","Showdown Captain Mode",5225017442,"MLB Showdown Satellite to NFL 9-13 $5 Fantasy Football Millionaire (LAA @ HOU)",194068594,"2026-08-20 20:10:00",10,44.5,"$0.00","$0.00",23,"$0.25","$5.00",1
"MLB","Showdown Captain Mode",5225017436,"MLB Showdown Satellite to NFL 9-13 $5 Fantasy Football Millionaire (LAA @ HOU)",194068595,"2026-08-20 20:10:00",22,11.38,"$0.00","$0.00",23,"$0.25","$5.00",1
"MLB","Showdown Captain Mode",5225017394,"MLB Showdown Satellite to NFL 9-13 $5 Fantasy Football Millionaire (LAA @ HOU)",194068597,"2026-08-20 20:10:00",34,27,"$0.00","$0.00",50,"$0.10","$5.00",1
"MLB","Classic",5225026236,"MLB Satellite to NFL 9-13 $5 Fantasy Football Millionaire (Late Night)",194130093,"2026-08-20 20:05:00",8,118.6,"$0.00","$0.00",23,"$0.25","$5.00",1
"MLB","Classic",5225026409,"MLB Satellite to NFL 9-13 $5 Fantasy Football Millionaire (Late Night)",194132079,"2026-08-20 20:05:00",16,67.55,"$0.00","$0.00",23,"$0.25","$5.00",1
"MLB","Classic",5225026219,"MLB Satellite to NFL 9-13 $5 Fantasy Football Millionaire (Late Night)",194133245,"2026-08-20 20:05:00",21,58.8,"$0.00","$0.00",23,"$0.25","$5.00",1
"MLB","Classic",5224891436,"MLB SUPERSatellite to NFL 9-13 $5 Fantasy Football Millionaire [2x] (Night)",194068303,"2026-08-20 18:55:00",15,122.05,"$0.00","$0.00",47,"$0.25","$10.00",2
"MLB","Classic",5224891732,"MLB SUPERSatellite to NFL 9-13 $5 Fantasy Football Millionaire [2x] (Night) (2/3)",194068302,"2026-08-20 18:55:00",27,127.8,"$0.00","$0.00",118,"$0.10","$10.00",2
"MLB","Classic",5224899161,"MLB SUPERSatellite to NFL 9-13 $5 Fantasy Football Millionaire [2x] (Night) (3/3)",194068302,"2026-08-20 18:55:00",41,112.25,"$0.00","$0.00",118,"$0.10","$10.00",2
"MLB","Classic",5224891666,"MLB SUPERSatellite to NFL 9-13 $5 Fantasy Football Millionaire [2x] (Night) (1/3)",194068302,"2026-08-20 18:55:00",111,45.75,"$0.00","$0.00",118,"$0.10","$10.00",2
"MLB","Showdown Captain Mode",5224891953,"MLB Showdown Satellite to NFL 9-13 $5 Fantasy Football Millionaire (NYY @ BAL)",194068548,"2026-08-20 18:55:00",8,77.5,"$0.00","$0.00",23,"$0.25","$5.00",1
"MLB","Showdown Captain Mode",5224891899,"MLB Showdown Satellite to NFL 9-13 $5 Fantasy Football Millionaire (NYY @ BAL)",194068549,"2026-08-20 18:55:00",10,79,"$0.00","$0.00",23,"$0.25","$5.00",1
"MLB","Showdown Captain Mode",5224899435,"MLB Showdown Satellite to NFL 9-13 $5 Fantasy Football Millionaire (NYY @ BAL)",194068550,"2026-08-20 18:55:00",22,40.13,"$0.00","$0.00",23,"$0.25","$5.00",1
"MLB","Showdown Captain Mode",5224891814,"MLB Showdown Satellite to NFL 9-13 $5 Fantasy Football Millionaire (NYY @ BAL)",194068551,"2026-08-20 18:55:00",38,23.5,"$0.00","$0.00",40,"$0.10","$5.00",1
"MLB","Classic",5224634266,"MLB Satellite to NFL 9-9 $20 Wednesday Kickoff Millionaire (2/2)",194068173,"2026-08-20 12:40:00",18,107.95,"$0.00","$0.00",95,"$0.25","$20.00",1
"MLB","Classic",5224634241,"MLB Satellite to NFL 9-9 $20 Wednesday Kickoff Millionaire (1/2)",194068173,"2026-08-20 12:40:00",85,71.25,"$0.00","$0.00",95,"$0.25","$20.00",1
"GOLF","Showdown",5224633528,"PGA TOUR Showdown Satellite to NFL Best Ball $25 Millionaire (Late Round 1 TOUR) (2/3)",194053081,"2026-08-20 13:20:00",30,224.5,"$0.00","$0.00",90,"$0.25","$25.00",1
"GOLF","Showdown",5224633529,"PGA TOUR Showdown Satellite to NFL Best Ball $25 Millionaire (Late Round 1 TOUR) (3/3)",194053081,"2026-08-20 13:20:00",32,223.6,"$0.00","$0.00",90,"$0.25","$25.00",1
"GOLF","Showdown",5224633512,"PGA TOUR Showdown Satellite to NFL Best Ball $25 Millionaire (Late Round 1 TOUR) (1/3)",194053081,"2026-08-20 13:20:00",84,166.85,"$0.00","$0.00",90,"$0.25","$25.00",1
"GOLF","Classic",5224126510,"PGA TOUR Satellite to NFL 9-9 $20 Wednesday Kickoff Millionaire (1/2)",193947347,"2026-08-20 10:03:00",11,501.5,"$0.00","$0.00",95,"$0.25","$20.00",1
"GOLF","Classic",5224132916,"PGA TOUR Satellite to NFL 9-9 $20 Wednesday Kickoff Millionaire (2/2)",193947347,"2026-08-20 10:03:00",21,474,"$0.00","$0.00",95,"$0.25","$20.00",1
"MLB","Showdown Captain Mode",5224002378,"MLB Showdown Satellite to NFL 9-13 $5 Fantasy Football Millionaire (LAD @ COL)",194017592,"2026-08-19 20:40:00",17,42,"$0.00","$0.00",23,"$0.25","$5.00",1
"MLB","Showdown Captain Mode",5224002407,"MLB Showdown Satellite to NFL 9-13 $5 Fantasy Football Millionaire (LAD @ COL)",194017593,"2026-08-19 20:40:00",8,53.45,"$0.00","$0.00",23,"$0.25","$5.00",1
"MLB","Showdown Captain Mode",5224008138,"MLB Showdown Satellite to NFL 9-13 $5 Fantasy Football Millionaire (LAD @ COL)",194017594,"2026-08-19 20:40:00",19,41,"$0.00","$0.00",23,"$0.25","$5.00",1
"MLB","Showdown Captain Mode",5224007956,"MLB Showdown Satellite to NFL 9-13 $5 Fantasy Football Millionaire (LAD @ COL)",194017595,"2026-08-19 20:40:00",3,73.45,"$0.00","$0.00",59,"$0.10","$5.00",1
"MLB","Classic",5223996301,"MLB Satellite to NFL 9-13 $5 Fantasy Football Millionaire (Night)",194074812,"2026-08-19 20:05:00",9,93.5,"$0.00","$0.00",23,"$0.25","$5.00",1
"MLB","Classic",5223996366,"MLB Satellite to NFL 9-13 $5 Fantasy Football Millionaire (Night)",194017570,"2026-08-19 20:05:00",21,49.7,"$0.00","$0.00",23,"$0.25","$5.00",1
"MLB","Classic",5224000637,"MLB Satellite to NFL 9-13 $5 Fantasy Football Millionaire (Night)",194017569,"2026-08-19 20:05:00",18,78.15,"$0.00","$0.00",23,"$0.25","$5.00",1
"MLB","Classic",5223857615,"MLB SUPERSatellite to NFL 9-13 $5 Fantasy Football Millionaire [5x] (3/3)",194035362,"2026-08-19 18:35:00",28,115.2,"$0.00","$0.00",118,"$0.25","$25.00",5
"MLB","Classic",5223853403,"MLB SUPERSatellite to NFL 9-13 $5 Fantasy Football Millionaire [5x] (1/3)",194035362,"2026-08-19 18:35:00",80,82.85,"$0.00","$0.00",118,"$0.25","$25.00",5
"MLB","Classic",5223853404,"MLB SUPERSatellite to NFL 9-13 $5 Fantasy Football Millionaire [5x] (2/3)",194035362,"2026-08-19 18:35:00",88,77.7,"$0.00","$0.00",118,"$0.25","$25.00",5
"MLB","Classic",5223852476,"MLB Satellite to NFL 9-9 $20 Wednesday Kickoff Millionaire (1/2)",194035420,"2026-08-19 18:35:00",72,72.3,"$0.00","$0.00",95,"$0.25","$20.00",1
"MLB","Classic",5223857682,"MLB Satellite to NFL 9-9 $20 Wednesday Kickoff Millionaire (2/2)",194035420,"2026-08-19 18:35:00",81,66.25,"$0.00","$0.00",95,"$0.25","$20.00",1
"MLB","Showdown Captain Mode",5223760673,"MLB Showdown Satellite to NFL 9-13 $5 Fantasy Football Millionaire (ARI @ BOS)",194017523,"2026-08-19 16:10:00",19,53.5,"$0.00","$0.00",23,"$0.25","$5.00",1
"MLB","Showdown Captain Mode",5223755962,"MLB Showdown Satellite to NFL 9-13 $5 Fantasy Football Millionaire (ARI @ BOS)",194017524,"2026-08-19 16:10:00",10,66.45,"$0.00","$0.00",23,"$0.25","$5.00",1
"MLB","Showdown Captain Mode",5223755980,"MLB Showdown Satellite to NFL 9-13 $5 Fantasy Football Millionaire (ARI @ BOS)",194017525,"2026-08-19 16:10:00",19,47,"$0.00","$0.00",23,"$0.25","$5.00",1
"MLB","Showdown Captain Mode",5223760513,"MLB Showdown Satellite to NFL 9-13 $5 Fantasy Football Millionaire (ARI @ BOS)",194017526,"2026-08-19 16:10:00",11,74.83,"$0.00","$0.00",42,"$0.10","$5.00",1
"MLB","Classic",5223575738,"MLB Satellite to NFL 9-13 $5 Fantasy Football Millionaire (Early)",194017297,"2026-08-19 12:35:00",1,113.4,"$0.00","$5.00",23,"$0.25","$5.00",1
"MLB","Classic",5223575986,"MLB Satellite to NFL 9-9 $20 Wednesday Kickoff Millionaire (Early) (2/2)",194017360,"2026-08-19 12:35:00",4,87.65,"$0.00","$0.00",93,"$0.25","$20.00",1
"MLB","Classic",5223575717,"MLB Satellite to NFL 9-9 $20 Wednesday Kickoff Millionaire (Early) (1/2)",194017360,"2026-08-19 12:35:00",19,75.45,"$0.00","$0.00",93,"$0.25","$20.00",1
"MLB","Showdown Captain Mode",5223038919,"MLB Showdown Satellite to NFL 9-13 $5 Fantasy Football Millionaire (LAD @ COL)",193961520,"2026-08-18 20:40:00",5,84,"$0.00","$0.00",23,"$0.25","$5.00",1
"MLB","Showdown Captain Mode",5223033727,"MLB Showdown Satellite to NFL 9-13 $5 Fantasy Football Millionaire (LAD @ COL)",193961521,"2026-08-18 20:40:00",18,59.58,"$0.00","$0.00",23,"$0.25","$5.00",1
"MLB","Showdown Captain Mode",5223038901,"MLB Showdown Satellite to NFL 9-13 $5 Fantasy Football Millionaire (LAD @ COL)",193961523,"2026-08-18 20:40:00",11,83,"$0.00","$0.00",59,"$0.10","$5.00",1
"MLB","Classic",5223027884,"MLB Satellite to NFL 9-13 $5 Fantasy Football Millionaire (Night)",193961500,"2026-08-18 20:05:00",7,106,"$0.00","$0.00",59,"$0.10","$5.00",1
"MLB","Classic",5222875649,"MLB Satellite to NFL 9-13 $5 Fantasy Football Millionaire (Turbo)",194006452,"2026-08-18 18:35:00",2,116.1,"$0.00","$0.00",23,"$0.25","$5.00",1
"MLB","Classic",5222875679,"MLB Satellite to NFL 9-13 $5 Fantasy Football Millionaire (Turbo)",194006453,"2026-08-18 18:35:00",22,53.05,"$0.00","$0.00",23,"$0.25","$5.00",1
"MLB","Classic",5222875706,"MLB Satellite to NFL 9-13 $5 Fantasy Football Millionaire (Turbo)",194016232,"2026-08-18 18:35:00",23,19.05,"$0.00","$0.00",23,"$0.25","$5.00",1
"MLB","Classic",5222875858,"MLB Satellite to NFL 9-13 $5 Fantasy Football Millionaire (Turbo)",194016640,"2026-08-18 18:35:00",3,120.6,"$0.00","$0.00",59,"$0.10","$5.00",1
"MLB","Classic",5221974147,"MLB SUPERSatellite to NFL 9-13 $5 Fantasy Football Millionaire [2x]",193959451,"2026-08-17 19:05:00",23,106.4,"$0.00","$0.00",47,"$0.25","$10.00",2
"MLB","Classic",5221985734,"MLB Satellite to NFL 9-9 $20 Wednesday Kickoff Millionaire (2/2)",193877000,"2026-08-17 19:05:00",41,121,"$0.00","$0.00",95,"$0.25","$20.00",1
"MLB","Classic",5221973936,"MLB Satellite to NFL 9-9 $20 Wednesday Kickoff Millionaire (1/2)",193877000,"2026-08-17 19:05:00",78,85.35,"$0.00","$0.00",95,"$0.25","$20.00",1
"MLB","Showdown Captain Mode",5220992096,"MLB Showdown Satellite to NFL 9-13 $5 Fantasy Football Millionaire (SEA @ HOU)",193823457,"2026-08-16 19:20:00",5,67.2,"$0.00","$0.00",23,"$0.25","$5.00",1
"MLB","Showdown Captain Mode",5220990872,"MLB Showdown SUPERSatellite to NFL 9-13 $5 Fantasy Football Millionaire [2x] (SEA @ HOU)",193823468,"2026-08-16 19:20:00",20,60.18,"$0.00","$0.00",47,"$0.25","$10.00",2
"MLB","Showdown Captain Mode",5220991088,"MLB Showdown Satellite to NFL 9-13 $5 Fantasy Football Millionaire (SEA @ HOU)",193823459,"2026-08-16 19:20:00",14,64.2,"$0.00","$0.00",59,"$0.10","$5.00",1
"MLB","Showdown Captain Mode",5221001137,"MLB Showdown Satellite to NFL 9-13 $5 Fantasy Football Millionaire (SEA @ HOU)",193823460,"2026-08-16 19:20:00",22,62.5,"$0.00","$0.00",59,"$0.10","$5.00",1
"MLB","Showdown Captain Mode",5220999748,"MLB Showdown SUPERSatellite to NFL 9-13 $5 Fantasy Football Millionaire [2x] (SEA @ HOU) (2/3)",193823467,"2026-08-16 19:20:00",1,89.5,"$0.00","$5.00",118,"$0.10","$10.00",2
"MLB","Showdown Captain Mode",5220991071,"MLB Showdown SUPERSatellite to NFL 9-13 $5 Fantasy Football Millionaire [2x] (SEA @ HOU) (1/3)",193823467,"2026-08-16 19:20:00",8,75.2,"$0.00","$0.00",118,"$0.10","$10.00",2
"MLB","Showdown Captain Mode",5220999749,"MLB Showdown SUPERSatellite to NFL 9-13 $5 Fantasy Football Millionaire [2x] (SEA @ HOU) (3/3)",193823467,"2026-08-16 19:20:00",82,52,"$0.00","$0.00",118,"$0.10","$10.00",2
"MLB","Classic",5220747635,"MLB SUPERSatellite to NFL 9-13 $5 Fantasy Football Millionaire [5x] (1/3)",193880063,"2026-08-16 13:35:00",77,89.8,"$0.00","$0.00",118,"$0.25","$25.00",5
"MLB","Classic",5220757597,"MLB SUPERSatellite to NFL 9-13 $5 Fantasy Football Millionaire [5x] (3/3)",193880063,"2026-08-16 13:35:00",100,75.5,"$0.00","$0.00",118,"$0.25","$25.00",5
"MLB","Classic",5220757576,"MLB SUPERSatellite to NFL 9-13 $5 Fantasy Football Millionaire [5x] (2/3)",193880063,"2026-08-16 13:35:00",108,68.2,"$0.00","$0.00",118,"$0.25","$25.00",5
"MLB","Classic",5220758466,"MLB Satellite to NFL 9-9 $20 Wednesday Kickoff Millionaire (2/7)",193880093,"2026-08-16 13:35:00",80,108.7,"$0.00","$0.00",217,"$0.10","$20.00",1
"MLB","Classic",5220758467,"MLB Satellite to NFL 9-9 $20 Wednesday Kickoff Millionaire (3/7)",193880093,"2026-08-16 13:35:00",91,104.7,"$0.00","$0.00",217,"$0.10","$20.00",1
"MLB","Classic",5220758469,"MLB Satellite to NFL 9-9 $20 Wednesday Kickoff Millionaire (5/7)",193880093,"2026-08-16 13:35:00",129,93,"$0.00","$0.00",217,"$0.10","$20.00",1
"MLB","Classic",5220758468,"MLB Satellite to NFL 9-9 $20 Wednesday Kickoff Millionaire (4/7)",193880093,"2026-08-16 13:35:00",132,91.45,"$0.00","$0.00",217,"$0.10","$20.00",1
"MLB","Classic",5220747777,"MLB Satellite to NFL 9-9 $20 Wednesday Kickoff Millionaire (1/7)",193880093,"2026-08-16 13:35:00",143,89.45,"$0.00","$0.00",217,"$0.10","$20.00",1
"MLB","Classic",5220758471,"MLB Satellite to NFL 9-9 $20 Wednesday Kickoff Millionaire (7/7)",193880093,"2026-08-16 13:35:00",179,76.25,"$0.00","$0.00",217,"$0.10","$20.00",1
"MLB","Classic",5220758470,"MLB Satellite to NFL 9-9 $20 Wednesday Kickoff Millionaire (6/7)",193880093,"2026-08-16 13:35:00",189,70.5,"$0.00","$0.00",217,"$0.10","$20.00",1
"MLB","Showdown Captain Mode",5220089698,"MLB Showdown Satellite to NFL 9-13 $5 Fantasy Football Millionaire (TEX @ ATH)",193774283,"2026-08-15 21:40:00",8,56,"$0.00","$0.00",21,"$0.25","$5.00",1
"MLB","Showdown Captain Mode",5220098552,"MLB Showdown Satellite to NFL 9-13 $5 Fantasy Football Millionaire (TEX @ ATH)",193774285,"2026-08-15 21:40:00",16,50.13,"$0.00","$0.00",23,"$0.25","$5.00",1
"MLB","Showdown Captain Mode",5220089526,"MLB Showdown Satellite to NFL 9-13 $5 Fantasy Football Millionaire (TEX @ ATH)",193774286,"2026-08-15 21:40:00",3,75,"$0.00","$0.00",31,"$0.10","$5.00",1
"MLB","Classic",5220097603,"MLB Satellite to NFL 9-13 $5 Fantasy Football Millionaire (Night)",193774263,"2026-08-15 21:38:00",51,71.85,"$0.00","$0.00",59,"$0.10","$5.00",1
"MLB","Classic",5220089226,"MLB Satellite to NFL 9-13 $5 Fantasy Football Millionaire (Night)",193850205,"2026-08-15 21:38:00",13,80.9,"$0.00","$0.00",23,"$0.25","$5.00",1
"MLB","Classic",5220089218,"MLB Satellite to NFL 9-13 $5 Fantasy Football Millionaire (Night)",193850673,"2026-08-15 21:38:00",18,71.5,"$0.00","$0.00",23,"$0.25","$5.00",1
"GOLF","Captain Mode Showdown",5219264529,"PGA TOUR Showdown Satellite to NFL Best Ball $25 Millionaire (Late Round 3 TOUR)",193784432,"2026-08-15 12:20:00",45,210.2,"$0.00","$0.00",118,"$0.25","$25.00",1
"GOLF","Showdown",5218939139,"PGA TOUR Showdown Satellite to NFL 9-9 $20 Wednesday Kickoff Millionaire (Round 3 TOUR) (1/2)",193759547,"2026-08-15 08:00:00",39,204.4,"$0.00","$0.00",92,"$0.25","$20.00",1
"GOLF","Showdown",5218939147,"PGA TOUR Showdown Satellite to NFL 9-9 $20 Wednesday Kickoff Millionaire (Round 3 TOUR) (2/2)",193759547,"2026-08-15 08:00:00",58,187.3,"$0.00","$0.00",92,"$0.25","$20.00",1
"MLB","Classic",5218760517,"MLB Satellite to NFL 9-13 $5 Fantasy Football Millionaire (Late Night)",193708628,"2026-08-14 22:10:00",20,56.2,"$0.00","$0.00",23,"$0.25","$5.00",1
"MLB","Classic",5218754895,"MLB Satellite to NFL 9-13 $5 Fantasy Football Millionaire (Late Night)",193708629,"2026-08-14 22:10:00",22,56.2,"$0.00","$0.00",23,"$0.25","$5.00",1
"MLB","Classic",5218754868,"MLB Satellite to NFL 9-13 $5 Fantasy Football Millionaire (Late Night)",193708630,"2026-08-14 22:10:00",36,82.75,"$0.00","$0.00",47,"$0.10","$5.00",1
