Entry ID,Contest Name,Contest ID,Entry Fee,P,P,C,1B,2B,3B,SS,OF,OF,OF,,Instructions
5177626202,MLB Satellite to $15 Relay Throw,191756135,$0.10,43433708,43433712,43433872,43433847,43433891,43433851,43433769,43433734,43433884,43434109,,1. Column A lists all of your contest entries for this draftgroup
5177627200,MLB Satellite to $15 Relay Throw,191756135,$0.10,43433711,43433712,43434065,43433742,43433891,43433860,43433755,43434109,43433833,43433836,,2. Your current lineup is listed next to each entry (blank for reservations)
5177627201,MLB Satellite to $15 Relay Throw,191756135,$0.10,43433711,43433709,43434065,43433790,43433779,43433851,43433755,43433997,43433852,43433884,,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
5177627202,MLB Satellite to $15 Relay Throw,191756135,$0.10,43433708,43433711,43433872,43433847,43433779,43433860,43433755,43433852,43433813,43434109,,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
5177627203,MLB Satellite to $15 Relay Throw,191756135,$0.10,43433708,43433712,43434065,43433847,43433936,43433759,43433755,43433905,43433884,43433833,,5. For faster processing only include entries you are changing in the file you upload
5177619691,MLB Satellite to NFL Best Ball $25 Millionaire,191756143,$0.10,43433708,43433712,43433872,43433847,43433891,43433851,43433769,43433734,43433884,43434109,,
5177619692,MLB Satellite to NFL Best Ball $25 Millionaire,191756143,$0.10,43433708,43433709,43433858,43433847,43433779,43433860,43433870,43433833,43433836,43433824,,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
,,,,,,,,,,,,,,,SP,Brandon Williamson (43434360),Brandon Williamson,43434360,P,6900,CIN@PIT 06/28/2026 01:35PM ET,CIN,6.93
,,,,,,,,,,,,,,,SP,Nick Lodolo (43434361),Nick Lodolo,43434361,P,6900,CIN@PIT 06/28/2026 01:35PM ET,CIN,9.36
,,,,,,,,,,,,,,,SP,Andrew Abbott (43434362),Andrew Abbott,43434362,P,6900,CIN@PIT 06/28/2026 01:35PM ET,CIN,12.41
,,,,,,,,,,,,,,,SP,Quinn Priester (43434356),Quinn Priester,43434356,P,6900,CHC@MIL 06/28/2026 02:10PM ET,MIL,0
,,,,,,,,,,,,,,,SP,Mick Abel (43434366),Mick Abel,43434366,P,6800,COL@MIN 06/28/2026 02:10PM ET,MIN,14.19
,,,,,,,,,,,,,,,SP,David Festa (43434367),David Festa,43434367,P,6800,COL@MIN 06/28/2026 02:10PM ET,MIN,0
,,,,,,,,,,,,,,,RP,Kendry Rojas (43434368),Kendry Rojas,43434368,P,6800,COL@MIN 06/28/2026 02:10PM ET,MIN,9.19
,,,,,,,,,,,,,,,SP,Javier Assad (43434364),Javier Assad,43434364,P,6800,CHC@MIL 06/28/2026 02:10PM ET,CHC,9.92
,,,,,,,,,,,,,,,RP,Colin Rea (43434365),Colin Rea,43434365,P,6800,CHC@MIL 06/28/2026 02:10PM ET,CHC,10.08
,,,,,,,,,,,,,,,RP,Justin Hagenman (43434369),Justin Hagenman,43434369,P,6800,PHI@NYM 06/28/2026 01:40PM ET,NYM,0
,,,,,,,,,,,,,,,SP,Zach Thornton (43434370),Zach Thornton,43434370,P,6800,PHI@NYM 06/28/2026 01:40PM ET,NYM,13.02
,,,,,,,,,,,,,,,SP,Jonah Tong (43434371),Jonah Tong,43434371,P,6800,PHI@NYM 06/28/2026 01:40PM ET,NYM,7.83
,,,,,,,,,,,,,,,SP,Max Scherzer (43434376),Max Scherzer,43434376,P,6700,TEX@TOR 06/28/2026 01:37PM ET,TOR,1.35
,,,,,,,,,,,,,,,RP,Max Kranick (43434378),Max Kranick,43434378,P,6700,WSH@BAL 06/28/2026 01:35PM ET,WSH,0
,,,,,,,,,,,,,,,RP,Kai-Wei Teng (43434372),Kai-Wei Teng,43434372,P,6700,HOU@DET 06/28/2026 01:40PM ET,HOU,7.29
,,,,,,,,,,,,,,,SP,Tatsuya Imai (43434375),Tatsuya Imai,43434375,P,6700,HOU@DET 06/28/2026 01:40PM ET,HOU,13.29
,,,,,,,,,,,,,,,RP,Mike Paredes (43434377),Mike Paredes,43434377,P,6700,COL@MIN 06/28/2026 02:10PM ET,MIN,6.43
,,,,,,,,,,,,,,,SP,Rhett Lowder (43434373),Rhett Lowder,43434373,P,6700,CIN@PIT 06/28/2026 01:35PM ET,CIN,10.31
,,,,,,,,,,,,,,,SP,Tony Santillan (43434374),Tony Santillan,43434374,P,6700,CIN@PIT 06/28/2026 01:35PM ET,CIN,2.00
,,,,,,,,,,,,,,,RP,Tyler Phillips (43433721),Tyler Phillips,43433721,P,6700,MIA@STL 06/28/2026 02:15PM ET,MIA,6.89
,,,,,,,,,,,,,,,RP,Albert Suarez (43434379),Albert Suarez,43434379,P,6600,WSH@BAL 06/28/2026 01:35PM ET,BAL,5.44
,,,,,,,,,,,,,,,SP,Trey Gibson (43434380),Trey Gibson,43434380,P,6600,WSH@BAL 06/28/2026 01:35PM ET,BAL,7.66
,,,,,,,,,,,,,,,RP,Dean Kremer (43434381),Dean Kremer,43434381,P,6600,WSH@BAL 06/28/2026 01:35PM ET,BAL,20.38
,,,,,,,,,,,,,,,SP,Tyler Wells (43434385),Tyler Wells,43434385,P,6600,WSH@BAL 06/28/2026 01:35PM ET,BAL,4.07
,,,,,,,,,,,,,,,SP,Lance McCullers Jr. (43434382),Lance McCullers Jr.,43434382,P,6600,HOU@DET 06/28/2026 01:40PM ET,HOU,10.74
,,,,,,,,,,,,,,,SP,Colton Gordon (43434384),Colton Gordon,43434384,P,6600,HOU@DET 06/28/2026 01:40PM ET,HOU,1
,,,,,,,,,,,,,,,RP,DL Hall (43434383),DL Hall,43434383,P,6600,CHC@MIL 06/28/2026 02:10PM ET,MIL,4.02
,,,,,,,,,,,,,,,SP,Kumar Rocker (43434396),Kumar Rocker,43434396,P,6500,TEX@TOR 06/28/2026 01:37PM ET,TEX,11.61
,,,,,,,,,,,,,,,RP,Andrew Alvarez (43434388),Andrew Alvarez,43434388,P,6500,WSH@BAL 06/28/2026 01:35PM ET,WSH,11.07
,,,,,,,,,,,,,,,SP,Cade Cavalli (43434397),Cade Cavalli,43434397,P,6500,WSH@BAL 06/28/2026 01:35PM ET,WSH,13.46
,,,,,,,,,,,,,,,SP,Jake Irvin (43434398),Jake Irvin,43434398,P,6500,WSH@BAL 06/28/2026 01:35PM ET,WSH,12.24
,,,,,,,,,,,,,,,SP,Brady Singer (43433722),Brady Singer,43433722,P,6500,CIN@PIT 06/28/2026 01:35PM ET,CIN,9.82
,,,,,,,,,,,,,,,RP,Lake Bachar (43434386),Lake Bachar,43434386,P,6500,MIA@STL 06/28/2026 02:15PM ET,MIA,5.07
,,,,,,,,,,,,,,,RP,Dax Fulton (43434387),Dax Fulton,43434387,P,6500,MIA@STL 06/28/2026 02:15PM ET,MIA,6.72
,,,,,,,,,,,,,,,SP,Hunter Dobbins (43434389),Hunter Dobbins,43434389,P,6500,MIA@STL 06/28/2026 02:15PM ET,STL,13.15
,,,,,,,,,,,,,,,SP,Braxton Garrett (43434399),Braxton Garrett,43434399,P,6500,MIA@STL 06/28/2026 02:15PM ET,MIA,-1.62
,,,,,,,,,,,,,,,SP,Adam Mazur (43434400),Adam Mazur,43434400,P,6500,MIA@STL 06/28/2026 02:15PM ET,MIA,0
,,,,,,,,,,,,,,,RP,Janson Junk (43434401),Janson Junk,43434401,P,6500,MIA@STL 06/28/2026 02:15PM ET,MIA,11.06
,,,,,,,,,,,,,,,SP,Bradley Blalock (43434402),Bradley Blalock,43434402,P,6500,MIA@STL 06/28/2026 02:15PM ET,MIA,0
,,,,,,,,,,,,,,,SP,Lenny Torres (43434390),Lenny Torres,43434390,P,6500,PHI@NYM 06/28/2026 01:40PM ET,PHI,0
,,,,,,,,,,,,,,,RP,Moises Chace (43434391),Moises Chace,43434391,P,6500,PHI@NYM 06/28/2026 01:40PM ET,PHI,0
,,,,,,,,,,,,,,,SP,Jean Cabrera (43434392),Jean Cabrera,43434392,P,6500,PHI@NYM 06/28/2026 01:40PM ET,PHI,0
,,,,,,,,,,,,,,,SP,Alex McFarlane (43434393),Alex McFarlane,43434393,P,6500,PHI@NYM 06/28/2026 01:40PM ET,PHI,0
,,,,,,,,,,,,,,,RP,Jonathan Bowlan (43434394),Jonathan Bowlan,43434394,P,6500,PHI@NYM 06/28/2026 01:40PM ET,PHI,3.08
,,,,,,,,,,,,,,,RP,Seth Johnson (43434395),Seth Johnson,43434395,P,6500,PHI@NYM 06/28/2026 01:40PM ET,PHI,2.78
,,,,,,,,,,,,,,,SP,Ryne Nelson (43434405),Ryne Nelson,43434405,P,6400,ARI@TB 06/28/2026 01:40PM ET,ARI,11.11
,,,,,,,,,,,,,,,SP,Dylan Ray (43434409),Dylan Ray,43434409,P,6400,ARI@TB 06/28/2026 01:40PM ET,ARI,0
,,,,,,,,,,,,,,,RP,Kohl Drake (43434410),Kohl Drake,43434410,P,6400,ARI@TB 06/28/2026 01:40PM ET,ARI,0
,,,,,,,,,,,,,,,SP,Jose Cabrera (43434411),Jose Cabrera,43434411,P,6400,ARI@TB 06/28/2026 01:40PM ET,ARI,10.35
,,,,,,,,,,,,,,,RP,Thomas Hatch (43434412),Thomas Hatch,43434412,P,6400,ARI@TB 06/28/2026 01:40PM ET,ARI,0
,,,,,,,,,,,,,,,SP,Brandon Pfaadt (43434413),Brandon Pfaadt,43434413,P,6400,ARI@TB 06/28/2026 01:40PM ET,ARI,4.42
,,,,,,,,,,,,,,,SP,Cristian Mena (43434414),Cristian Mena,43434414,P,6400,ARI@TB 06/28/2026 01:40PM ET,ARI,0
,,,,,,,,,,,,,,,SP,Brycen Mautz (43434403),Brycen Mautz,43434403,P,6400,MIA@STL 06/28/2026 02:15PM ET,STL,3.15
,,,,,,,,,,,,,,,SP,Michael McGreevy (43434406),Michael McGreevy,43434406,P,6400,MIA@STL 06/28/2026 02:15PM ET,STL,12.74
,,,,,,,,,,,,,,,RP,Matthew Liberatore (43434407),Matthew Liberatore,43434407,P,6400,MIA@STL 06/28/2026 02:15PM ET,STL,9.81
,,,,,,,,,,,,,,,SP,Chris Paddack (43434408),Chris Paddack,43434408,P,6400,MIA@STL 06/28/2026 02:15PM ET,MIA,4.71
,,,,,,,,,,,,,,,OF,Pete Crow-Armstrong (43433730),Pete Crow-Armstrong,43433730,OF,6400,CHC@MIL 06/28/2026 02:10PM ET,CHC,9.53
,,,,,,,,,,,,,,,SP,Andrew Painter (43434404),Andrew Painter,43434404,P,6400,PHI@NYM 06/28/2026 01:40PM ET,PHI,6.30
,,,,,,,,,,,,,,,SP,Mitch Bratt (43434415),Mitch Bratt,43434415,P,6300,ARI@TB 06/28/2026 01:40PM ET,ARI,8.35
,,,,,,,,,,,,,,,SP,Zac Gallen (43434416),Zac Gallen,43434416,P,6300,ARI@TB 06/28/2026 01:40PM ET,ARI,6.37
,,,,,,,,,,,,,,,SP,Ryan Feltner (43433723),Ryan Feltner,43433723,P,6300,COL@MIN 06/28/2026 02:10PM ET,COL,9.66
,,,,,,,,,,,,,,,SP,David Peterson (43434417),David Peterson,43434417,P,6300,CHC@MIL 06/28/2026 02:10PM ET,CHC,8.46
,,,,,,,,,,,,,,,1B,Kyle Schwarber (43433731),Kyle Schwarber,43433731,1B,6300,PHI@NYM 06/28/2026 01:40PM ET,PHI,9.80
,,,,,,,,,,,,,,,RP,Winston Santos (43434421),Winston Santos,43434421,P,6200,TEX@TOR 06/28/2026 01:37PM ET,TEX,0
,,,,,,,,,,,,,,,RP,Cody Bradford (43434422),Cody Bradford,43434422,P,6200,TEX@TOR 06/28/2026 01:37PM ET,TEX,0
,,,,,,,,,,,,,,,SP,Jordan Montgomery (43434423),Jordan Montgomery,43434423,P,6200,TEX@TOR 06/28/2026 01:37PM ET,TEX,0
,,,,,,,,,,,,,,,SP,Leandro Lopez (43434424),Leandro Lopez,43434424,P,6200,TEX@TOR 06/28/2026 01:37PM ET,TEX,0
,,,,,,,,,,,,,,,SP,David Davalillo (43434425),David Davalillo,43434425,P,6200,TEX@TOR 06/28/2026 01:37PM ET,TEX,0
,,,,,,,,,,,,,,,SP,Emiliano Teodo (43434426),Emiliano Teodo,43434426,P,6200,TEX@TOR 06/28/2026 01:37PM ET,TEX,0
,,,,,,,,,,,,,,,SP,Trevor Rogers (43434419),Trevor Rogers,43434419,P,6200,WSH@BAL 06/28/2026 01:35PM ET,BAL,11.3
,,,,,,,,,,,,,,,SP,Merrill Kelly (43433724),Merrill Kelly,43433724,P,6200,ARI@TB 06/28/2026 01:40PM ET,ARI,8.81
,,,,,,,,,,,,,,,SS,Bobby Witt Jr. (43433732),Bobby Witt Jr.,43433732,SS,6200,KC@CWS 06/28/2026 02:10PM ET,KC,9.51
,,,,,,,,,,,,,,,RP,Marco Raya (43434420),Marco Raya,43434420,P,6200,COL@MIN 06/28/2026 02:10PM ET,MIN,0.1
,,,,,,,,,,,,,,,SP,Richard Fitts (43434418),Richard Fitts,43434418,P,6200,MIA@STL 06/28/2026 02:15PM ET,STL,0
,,,,,,,,,,,,,,,RP,Mason Fluharty (43434439),Mason Fluharty,43434439,P,6100,TEX@TOR 06/28/2026 01:37PM ET,TOR,2.26
,,,,,,,,,,,,,,,SP,Adam Macko (43434441),Adam Macko,43434441,P,6100,TEX@TOR 06/28/2026 01:37PM ET,TOR,3.82
,,,,,,,,,,,,,,,RP,Mike Vasil (43434429),Mike Vasil,43434429,P,6100,KC@CWS 06/28/2026 02:10PM ET,CWS,0
,,,,,,,,,,,,,,,RP,Trevor Richards (43434430),Trevor Richards,43434430,P,6100,KC@CWS 06/28/2026 02:10PM ET,CWS,3.62
,,,,,,,,,,,,,,,RP,Joe Rock (43434431),Joe Rock,43434431,P,6100,KC@CWS 06/28/2026 02:10PM ET,CWS,6.21
,,,,,,,,,,,,,,,RP,David Sandlin (43434432),David Sandlin,43434432,P,6100,KC@CWS 06/28/2026 02:10PM ET,CWS,12.62
,,,,,,,,,,,,,,,RP,Shane Smith (43434433),Shane Smith,43434433,P,6100,KC@CWS 06/28/2026 02:10PM ET,CWS,2.52
,,,,,,,,,,,,,,,SP,Jonathan Cannon (43434434),Jonathan Cannon,43434434,P,6100,KC@CWS 06/28/2026 02:10PM ET,CWS,-3.8
,,,,,,,,,,,,,,,SP,Erick Fedde (43434438),Erick Fedde,43434438,P,6100,KC@CWS 06/28/2026 02:10PM ET,CWS,8.66
,,,,,,,,,,,,,,,RP,Osvaldo Bido (43434440),Osvaldo Bido,43434440,P,6100,KC@CWS 06/28/2026 02:10PM ET,CWS,2.6
,,,,,,,,,,,,,,,OF,Byron Buxton (43433733),Byron Buxton,43433733,OF,6100,COL@MIN 06/28/2026 02:10PM ET,MIN,10.25
,,,,,,,,,,,,,,,SP,Antonio Senzatela (43434427),Antonio Senzatela,43434427,P,6100,COL@MIN 06/28/2026 02:10PM ET,COL,6.30
,,,,,,,,,,,,,,,SP,Pierson Ohl (43434428),Pierson Ohl,43434428,P,6100,COL@MIN 06/28/2026 02:10PM ET,COL,0
,,,,,,,,,,,,,,,SP,Tink Hence (43434436),Tink Hence,43434436,P,6100,MIA@STL 06/28/2026 02:15PM ET,STL,0
,,,,,,,,,,,,,,,SP,Tekoah Roby (43434437),Tekoah Roby,43434437,P,6100,MIA@STL 06/28/2026 02:15PM ET,STL,0
,,,,,,,,,,,,,,,SP,Bryse Wilson (43434435),Bryse Wilson,43434435,P,6100,CHC@MIL 06/28/2026 02:10PM ET,CHC,3.3
,,,,,,,,,,,,,,,RP,Bowden Francis (43434446),Bowden Francis,43434446,P,6000,TEX@TOR 06/28/2026 01:37PM ET,TOR,0
,,,,,,,,,,,,,,,SP,Jose Corniell (43434457),Jose Corniell,43434457,P,6000,TEX@TOR 06/28/2026 01:37PM ET,TEX,-1.9
,,,,,,,,,,,,,,,OF,Yordan Alvarez (43433734),Yordan Alvarez,43433734,OF,6000,HOU@DET 06/28/2026 01:40PM ET,HOU,10.12
,,,,,,,,,,,,,,,SP,Cristian Javier (43434442),Cristian Javier,43434442,P,6000,HOU@DET 06/28/2026 01:40PM ET,HOU,-3.8
,,,,,,,,,,,,,,,RP,Ty Madden (43434443),Ty Madden,43434443,P,6000,HOU@DET 06/28/2026 01:40PM ET,DET,9.11
,,,,,,,,,,,,,,,RP,Steven Wilson (43434451),Steven Wilson,43434451,P,6000,ARI@TB 06/28/2026 01:40PM ET,TB,0
,,,,,,,,,,,,,,,RP,Mason Englert (43434452),Mason Englert,43434452,P,6000,ARI@TB 06/28/2026 01:40PM ET,TB,4.22
,,,,,,,,,,,,,,,SP,Steven Matz (43434453),Steven Matz,43434453,P,6000,ARI@TB 06/28/2026 01:40PM ET,TB,6.55
,,,,,,,,,,,,,,,RP,Jesse Scholtens (43434454),Jesse Scholtens,43434454,P,6000,ARI@TB 06/28/2026 01:40PM ET,TB,11.42
,,,,,,,,,,,,,,,RP,Grant Taylor (43434444),Grant Taylor,43434444,P,6000,KC@CWS 06/28/2026 02:10PM ET,CWS,5.51
,,,,,,,,,,,,,,,SP,Tomoyuki Sugano (43434447),Tomoyuki Sugano,43434447,P,6000,COL@MIN 06/28/2026 02:10PM ET,COL,9.71
,,,,,,,,,,,,,,,SP,Michael Lorenzen (43434448),Michael Lorenzen,43434448,P,6000,COL@MIN 06/28/2026 02:10PM ET,COL,6.32
,,,,,,,,,,,,,,,RP,Yoendrys Gomez (43434449),Yoendrys Gomez,43434449,P,6000,COL@MIN 06/28/2026 02:10PM ET,MIN,2.97
,,,,,,,,,,,,,,,SP,Kyle Freeland (43434450),Kyle Freeland,43434450,P,6000,COL@MIN 06/28/2026 02:10PM ET,COL,6.36
,,,,,,,,,,,,,,,RP,Zach Agnos (43434456),Zach Agnos,43434456,P,6000,COL@MIN 06/28/2026 02:10PM ET,COL,2.00
,,,,,,,,,,,,,,,RP,Tanner Gordon (43434458),Tanner Gordon,43434458,P,6000,COL@MIN 06/28/2026 02:10PM ET,COL,7.32
,,,,,,,,,,,,,,,SP,Vince Velasquez (43433725),Vince Velasquez,43433725,P,6000,CHC@MIL 06/28/2026 02:10PM ET,CHC,4.45
,,,,,,,,,,,,,,,SP,Jordan Wicks (43434445),Jordan Wicks,43434445,P,6000,CHC@MIL 06/28/2026 02:10PM ET,CHC,-2.38
,,,,,,,,,,,,,,,RP,Alan Rangel (43434455),Alan Rangel,43434455,P,6000,PHI@NYM 06/28/2026 01:40PM ET,PHI,10.67
,,,,,,,,,,,,,,,SP,Patrick Corbin (43434459),Patrick Corbin,43434459,P,5900,TEX@TOR 06/28/2026 01:37PM ET,TOR,8.10
,,,,,,,,,,,,,,,OF,James Wood (43433735),James Wood,43433735,OF,5900,WSH@BAL 06/28/2026 01:35PM ET,WSH,10.29
,,,,,,,,,,,,,,,RP,Sawyer Gipson-Long (43434460),Sawyer Gipson-Long,43434460,P,5900,HOU@DET 06/28/2026 01:40PM ET,DET,0
,,,,,,,,,,,,,,,RP,Luinder Avila (43433726),Luinder Avila,43433726,P,5900,KC@CWS 06/28/2026 02:10PM ET,KC,6.4
,,,,,,,,,,,,,,,RP,Daniel Lynch IV (43434461),Daniel Lynch IV,43434461,P,5900,KC@CWS 06/28/2026 02:10PM ET,KC,2.92
,,,,,,,,,,,,,,,SP,DJ Herz (43434462),DJ Herz,43434462,P,5800,WSH@BAL 06/28/2026 01:35PM ET,WSH,0
,,,,,,,,,,,,,,,SP,Luis Perales (43434463),Luis Perales,43434463,P,5800,WSH@BAL 06/28/2026 01:35PM ET,WSH,0
,,,,,,,,,,,,,,,SP,Josiah Gray (43434464),Josiah Gray,43434464,P,5800,WSH@BAL 06/28/2026 01:35PM ET,WSH,0
,,,,,,,,,,,,,,,SP,Mitchell Parker (43434465),Mitchell Parker,43434465,P,5800,WSH@BAL 06/28/2026 01:35PM ET,WSH,3.49
,,,,,,,,,,,,,,,RP,Brad Lord (43434466),Brad Lord,43434466,P,5800,WSH@BAL 06/28/2026 01:35PM ET,WSH,6.56
,,,,,,,,,,,,,,,3B,Junior Caminero (43433736),Junior Caminero,43433736,3B,5800,ARI@TB 06/28/2026 01:40PM ET,TB,8.96
,,,,,,,,,,,,,,,RP,Mitch Spence (43434467),Mitch Spence,43434467,P,5800,KC@CWS 06/28/2026 02:10PM ET,KC,-9.27
,,,,,,,,,,,,,,,1B,Bryce Harper (43433737),Bryce Harper,43433737,1B,5800,PHI@NYM 06/28/2026 01:40PM ET,PHI,9.02
,,,,,,,,,,,,,,,SP,Trevor Williams (43434468),Trevor Williams,43434468,P,5700,WSH@BAL 06/28/2026 01:35PM ET,WSH,0
,,,,,,,,,,,,,,,SP,Miles Mikolas (43434472),Miles Mikolas,43434472,P,5700,WSH@BAL 06/28/2026 01:35PM ET,WSH,7.33
,,,,,,,,,,,,,,,RP,Carson Palmquist (43434473),Carson Palmquist,43434473,P,5700,WSH@BAL 06/28/2026 01:35PM ET,WSH,9.7
,,,,,,,,,,,,,,,RP,Mason Black (43434470),Mason Black,43434470,P,5700,KC@CWS 06/28/2026 02:10PM ET,KC,3.10
,,,,,,,,,,,,,,,SP,Chase Dollander (43434469),Chase Dollander,43434469,P,5700,COL@MIN 06/28/2026 02:10PM ET,COL,13.1
,,,,,,,,,,,,,,,SP,Sean Sullivan (43434474),Sean Sullivan,43434474,P,5700,COL@MIN 06/28/2026 02:10PM ET,COL,1.53
,,,,,,,,,,,,,,,2B,Brandon Lowe (43433738),Brandon Lowe,43433738,2B,5700,CIN@PIT 06/28/2026 01:35PM ET,PIT,8.95
,,,,,,,,,,,,,,,OF,Oneil Cruz (43434053),Oneil Cruz,43434053,OF,5700,CIN@PIT 06/28/2026 01:35PM ET,PIT,10.39
,,,,,,,,,,,,,,,RP,Ryan Gusto (43434471),Ryan Gusto,43434471,P,5700,MIA@STL 06/28/2026 02:15PM ET,MIA,6.23
,,,,,,,,,,,,,,,OF,Juan Soto (43433739),Juan Soto,43433739,OF,5700,PHI@NYM 06/28/2026 01:40PM ET,NYM,9.56
,,,,,,,,,,,,,,,OF,Corbin Carroll (43433741),Corbin Carroll,43433741,OF,5600,ARI@TB 06/28/2026 01:40PM ET,ARI,9.25
,,,,,,,,,,,,,,,SS,Trea Turner (43433740),Trea Turner,43433740,SS,5600,PHI@NYM 06/28/2026 01:40PM ET,PHI,7.20
,,,,,,,,,,,,,,,RP,Zack Littell (43433727),Zack Littell,43433727,P,5500,WSH@BAL 06/28/2026 01:35PM ET,WSH,8.23
,,,,,,,,,,,,,,,1B,Pete Alonso (43433742),Pete Alonso,43433742,1B,5500,WSH@BAL 06/28/2026 01:35PM ET,BAL,8.46
,,,,,,,,,,,,,,,SS,CJ Abrams (43433743),CJ Abrams,43433743,SS,5500,WSH@BAL 06/28/2026 01:35PM ET,WSH,9.46
,,,,,,,,,,,,,,,RP,Keegan Akin (43434476),Keegan Akin,43434476,P,5500,WSH@BAL 06/28/2026 01:35PM ET,BAL,1.53
,,,,,,,,,,,,,,,RP,Jose Quintana (43434475),Jose Quintana,43434475,P,5500,COL@MIN 06/28/2026 02:10PM ET,COL,6.05
,,,,,,,,,,,,,,,SP,Chris Bassitt (43434477),Chris Bassitt,43434477,P,5400,WSH@BAL 06/28/2026 01:35PM ET,BAL,7.56
,,,,,,,,,,,,,,,2B,Brice Turang (43433744),Brice Turang,43433744,2B,5400,CHC@MIL 06/28/2026 02:10PM ET,MIL,9.5
,,,,,,,,,,,,,,,OF,Jackson Chourio (43433745),Jackson Chourio,43433745,OF,5400,CHC@MIL 06/28/2026 02:10PM ET,MIL,10.22
,,,,,,,,,,,,,,,RP,Cal Quantrill (43433728),Cal Quantrill,43433728,P,5300,TEX@TOR 06/28/2026 01:37PM ET,TEX,5.14
,,,,,,,,,,,,,,,RP,Austin Voth (43434478),Austin Voth,43434478,P,5300,TEX@TOR 06/28/2026 01:37PM ET,TOR,-2.83
,,,,,,,,,,,,,,,C,Dillon Dingler (43433746),Dillon Dingler,43433746,C,5300,HOU@DET 06/28/2026 01:40PM ET,DET,8.63
,,,,,,,,,,,,,,,3B,Jose Ramirez (43434054),Jose Ramirez,43434054,3B,5300,SEA@CLE 06/28/2026 01:40PM ET,CLE,9.06
,,,,,,,,,,,,,,,OF,Bryan Reynolds (43433747),Bryan Reynolds,43433747,OF,5300,CIN@PIT 06/28/2026 01:35PM ET,PIT,8.86
,,,,,,,,,,,,,,,1B/3B,Yandy Diaz (43433748),Yandy Diaz,43433748,1B/3B,5200,ARI@TB 06/28/2026 01:40PM ET,TB,9.04
,,,,,,,,,,,,,,,C,Hunter Goodman (43433750),Hunter Goodman,43433750,C,5200,COL@MIN 06/28/2026 02:10PM ET,COL,9.04
,,,,,,,,,,,,,,,OF,Jordan Walker (43433751),Jordan Walker,43433751,OF,5200,MIA@STL 06/28/2026 02:15PM ET,STL,9.37
,,,,,,,,,,,,,,,2B,Ketel Marte (43433753),Ketel Marte,43433753,2B,5100,ARI@TB 06/28/2026 01:40PM ET,ARI,8.04
,,,,,,,,,,,,,,,SS,Elly De La Cruz (43433752),Elly De La Cruz,43433752,SS,5100,CIN@PIT 06/28/2026 01:35PM ET,CIN,9.36
,,,,,,,,,,,,,,,C,Liam Hicks (43434055),Liam Hicks,43434055,C,5100,MIA@STL 06/28/2026 02:15PM ET,MIA,7.89
,,,,,,,,,,,,,,,OF,Christian Yelich (43433754),Christian Yelich,43433754,OF,5100,CHC@MIL 06/28/2026 02:10PM ET,MIL,8.29
,,,,,,,,,,,,,,,SS,Gunnar Henderson (43433755),Gunnar Henderson,43433755,SS,5000,WSH@BAL 06/28/2026 01:35PM ET,BAL,7.82
,,,,,,,,,,,,,,,3B,Curtis Mead (43433757),Curtis Mead,43433757,3B,5000,WSH@BAL 06/28/2026 01:35PM ET,WSH,7.15
,,,,,,,,,,,,,,,OF,Randy Arozarena (43433756),Randy Arozarena,43433756,OF,5000,SEA@CLE 06/28/2026 01:40PM ET,SEA,8.93
,,,,,,,,,,,,,,,1B,Munetaka Murakami (43434056),Munetaka Murakami,43434056,1B,5000,KC@CWS 06/28/2026 02:10PM ET,CWS,9.74
,,,,,,,,,,,,,,,SP,Tobias Myers (43433729),Tobias Myers,43433729,P,5000,PHI@NYM 06/28/2026 01:40PM ET,NYM,2.72
,,,,,,,,,,,,,,,OF,Julio Rodriguez (43433758),Julio Rodriguez,43433758,OF,4900,SEA@CLE 06/28/2026 01:40PM ET,SEA,7.90
,,,,,,,,,,,,,,,1B/3B,Miguel Vargas (43433759),Miguel Vargas,43433759,1B/3B,4900,KC@CWS 06/28/2026 02:10PM ET,CWS,9.19
,,,,,,,,,,,,,,,C,Ryan Jeffers (43434057),Ryan Jeffers,43434057,C,4900,COL@MIN 06/28/2026 02:10PM ET,MIN,8.92
,,,,,,,,,,,,,,,OF,Luis Robert Jr. (43434058),Luis Robert Jr.,43434058,OF,4900,PHI@NYM 06/28/2026 01:40PM ET,NYM,6.33
,,,,,,,,,,,,,,,3B/SS,Kevin McGonigle (43433763),Kevin McGonigle,43433763,3B/SS,4800,HOU@DET 06/28/2026 01:40PM ET,DET,8.31
,,,,,,,,,,,,,,,1B,Jac Caglianone (43433762),Jac Caglianone,43433762,1B,4800,KC@CWS 06/28/2026 02:10PM ET,KC,7.13
,,,,,,,,,,,,,,,OF,JJ Bleday (43433761),JJ Bleday,43433761,OF,4800,CIN@PIT 06/28/2026 01:35PM ET,CIN,8.77
,,,,,,,,,,,,,,,SS,Jeremy Pena (43433769),Jeremy Pena,43433769,SS,4700,HOU@DET 06/28/2026 01:40PM ET,HOU,8.57
,,,,,,,,,,,,,,,1B/3B,Sal Stewart (43433767),Sal Stewart,43433767,1B/3B,4700,CIN@PIT 06/28/2026 01:35PM ET,CIN,8.75
